atemp,atemp_c,casual,cnt,data_level,day_type,demand_level,dteday,holiday,hr,hum,humidity_pct,mnth,registered,season,season_label,temp,temp_c,weather_label,weathersit,weekday,weekday_label,windspeed,windspeed_kmh,workingday,year,yr
0.2273,11.365,21,385,hourly,Hari Kerja,,2012-01-19,0,17,0.44,44.0,1,364,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,4,Kamis,0.3284,22.0028,1,2012,1
0.2273,11.365,16,361,hourly,Hari Kerja,,2012-01-19,0,18,0.44,44.0,1,345,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,4,Kamis,0.3284,22.0028,1,2012,1
0.2273,11.365,5,234,hourly,Hari Kerja,,2012-01-19,0,19,0.48,48.0,1,229,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,4,Kamis,0.2985,19.999499999999998,1,2012,1
0.2121,10.605,7,191,hourly,Hari Kerja,,2012-01-19,0,20,0.52,52.0,1,184,1,Musim Semi,0.26,10.66,Cerah/Berawan Sebagian,1,4,Kamis,0.4478,30.002599999999997,1,2012,1
0.2273,11.365,4,121,hourly,Hari Kerja,,2012-01-19,0,21,0.44,44.0,1,117,1,Musim Semi,0.26,10.66,Cerah/Berawan Sebagian,1,4,Kamis,0.3582,23.9994,1,2012,1
0.2273,11.365,0,90,hourly,Hari Kerja,,2012-01-19,0,22,0.44,44.0,1,90,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,4,Kamis,0.4179,27.999299999999998,1,2012,1
0.2273,11.365,1,56,hourly,Hari Kerja,,2012-01-19,0,23,0.48,48.0,1,55,1,Musim Semi,0.26,10.66,Cerah/Berawan Sebagian,1,4,Kamis,0.3284,22.0028,1,2012,1
0.2273,11.365,3,27,hourly,Hari Kerja,,2012-01-20,0,0,0.48,48.0,1,24,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,5,Jumat,0.2985,19.999499999999998,1,2012,1
0.2727,13.635,0,15,hourly,Hari Kerja,,2012-01-20,0,1,0.48,48.0,1,15,1,Musim Semi,0.26,10.66,Cerah/Berawan Sebagian,1,5,Jumat,0.1343,8.9981,1,2012,1
0.2727,13.635,0,11,hourly,Hari Kerja,,2012-01-20,0,2,0.48,48.0,1,11,1,Musim Semi,0.26,10.66,Cerah/Berawan Sebagian,1,5,Jumat,0.1343,8.9981,1,2012,1
0.2576,12.879999999999999,0,4,hourly,Hari Kerja,,2012-01-20,0,3,0.52,52.0,1,4,1,Musim Semi,0.24,9.84,Cerah/Berawan Sebagian,1,5,Jumat,0.1045,7.0015,1,2012,1
0.2424,12.120000000000001,0,3,hourly,Hari Kerja,,2012-01-20,0,4,0.6,60.0,1,3,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.1045,7.0015,1,2012,1
0.2424,12.120000000000001,0,19,hourly,Hari Kerja,,2012-01-20,0,5,0.6,60.0,1,19,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.1045,7.0015,1,2012,1
0.2121,10.605,0,68,hourly,Hari Kerja,,2012-01-20,0,6,0.6,60.0,1,68,1,Musim Semi,0.24,9.84,Cerah/Berawan Sebagian,1,5,Jumat,0.2836,19.0012,1,2012,1
0.2121,10.605,2,185,hourly,Hari Kerja,,2012-01-20,0,7,0.69,69.0,1,183,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.2239,15.001299999999999,1,2012,1
0.2121,10.605,4,425,hourly,Hari Kerja,,2012-01-20,0,8,0.64,64.0,1,421,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.2537,16.997899999999998,1,2012,1
0.197,9.85,21,263,hourly,Hari Kerja,,2012-01-20,0,9,0.47,47.0,1,242,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.3881,26.0027,1,2012,1
0.2121,10.605,1,97,hourly,Hari Kerja,,2012-01-20,0,10,0.44,44.0,1,96,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,5,Jumat,0.2836,19.0012,1,2012,1
0.1818,9.09,6,123,hourly,Hari Kerja,,2012-01-20,0,11,0.32,32.0,1,117,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.3582,23.9994,1,2012,1
0.1818,9.09,5,124,hourly,Hari Kerja,,2012-01-20,0,12,0.34,34.0,1,119,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.3284,22.0028,1,2012,1
0.2121,10.605,12,156,hourly,Hari Kerja,,2012-01-20,0,13,0.32,32.0,1,144,1,Musim Semi,0.22,9.02,Cerah/Berawan Sebagian,1,5,Jumat,0.2985,19.999499999999998,1,2012,1
0.2121,10.605,8,115,hourly,Hari Kerja,,2012-01-20,0,14,0.35,35.0,1,107,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,5,Jumat,0.2985,19.999499999999998,1,2012,1
0.2273,11.365,12,156,hourly,Hari Kerja,,2012-01-20,0,15,0.35,35.0,1,144,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,5,Jumat,0.194,12.998000000000001,1,2012,1
0.2121,10.605,11,174,hourly,Hari Kerja,,2012-01-20,0,16,0.37,37.0,1,163,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.1642,11.0014,1,2012,1
0.2576,12.879999999999999,9,349,hourly,Hari Kerja,,2012-01-20,0,17,0.32,32.0,1,340,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,5,Jumat,0.0896,6.0032,1,2012,1
0.2273,11.365,5,301,hourly,Hari Kerja,,2012-01-20,0,18,0.34,34.0,1,296,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.0896,6.0032,1,2012,1
0.2273,11.365,6,192,hourly,Hari Kerja,,2012-01-20,0,19,0.37,37.0,1,186,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.1045,7.0015,1,2012,1
0.2273,11.365,1,142,hourly,Hari Kerja,,2012-01-20,0,20,0.34,34.0,1,141,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.0896,6.0032,1,2012,1
0.2273,11.365,5,104,hourly,Hari Kerja,,2012-01-20,0,21,0.37,37.0,1,99,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.0896,6.0032,1,2012,1
0.197,9.85,1,72,hourly,Hari Kerja,,2012-01-20,0,22,0.37,37.0,1,71,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,5,Jumat,0.2239,15.001299999999999,1,2012,1
0.1515,7.575,3,38,hourly,Hari Kerja,,2012-01-20,0,23,0.64,64.0,1,35,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,5,Jumat,0.2239,15.001299999999999,1,2012,1
0.1515,7.575,0,24,hourly,Non-Hari Kerja,,2012-01-21,0,0,0.64,64.0,1,24,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.2239,15.001299999999999,0,2012,1
0.1364,6.819999999999999,1,23,hourly,Non-Hari Kerja,,2012-01-21,0,1,0.86,86.0,1,22,1,Musim Semi,0.14,5.74,Hujan/Salju Lebat,4,6,Sabtu,0.194,12.998000000000001,0,2012,1
0.2121,10.605,1,26,hourly,Non-Hari Kerja,,2012-01-21,0,2,0.86,86.0,1,25,1,Musim Semi,0.14,5.74,Hujan/Salju Ringan,3,6,Sabtu,0.0,0.0,0,2012,1
0.1818,9.09,0,13,hourly,Non-Hari Kerja,,2012-01-21,0,3,0.93,93.0,1,13,1,Musim Semi,0.14,5.74,Hujan/Salju Ringan,3,6,Sabtu,0.0896,6.0032,0,2012,1
0.197,9.85,0,1,hourly,Non-Hari Kerja,,2012-01-21,0,4,0.86,86.0,1,1,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.0896,6.0032,0,2012,1
0.1818,9.09,0,2,hourly,Non-Hari Kerja,,2012-01-21,0,5,0.86,86.0,1,2,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.1045,7.0015,0,2012,1
0.1667,8.334999999999999,0,1,hourly,Non-Hari Kerja,,2012-01-21,0,6,0.93,93.0,1,1,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.1642,11.0014,0,2012,1
0.1667,8.334999999999999,3,13,hourly,Non-Hari Kerja,,2012-01-21,0,7,0.93,93.0,1,10,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.1642,11.0014,0,2012,1
0.1515,7.575,3,25,hourly,Non-Hari Kerja,,2012-01-21,0,8,0.93,93.0,1,22,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,6,Sabtu,0.2537,16.997899999999998,0,2012,1
0.1515,7.575,2,42,hourly,Non-Hari Kerja,,2012-01-21,0,9,0.93,93.0,1,40,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,6,Sabtu,0.2537,16.997899999999998,0,2012,1
0.1515,7.575,0,45,hourly,Non-Hari Kerja,,2012-01-21,0,10,0.93,93.0,1,45,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,6,Sabtu,0.2537,16.997899999999998,0,2012,1
0.2121,10.605,1,63,hourly,Non-Hari Kerja,,2012-01-21,0,11,0.86,86.0,1,62,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,6,Sabtu,0.1045,7.0015,0,2012,1
0.2121,10.605,5,67,hourly,Non-Hari Kerja,,2012-01-21,0,12,0.8,80.0,1,62,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,6,Sabtu,0.1642,11.0014,0,2012,1
0.197,9.85,10,76,hourly,Non-Hari Kerja,,2012-01-21,0,13,0.8,80.0,1,66,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,6,Sabtu,0.2537,16.997899999999998,0,2012,1
0.197,9.85,6,95,hourly,Non-Hari Kerja,,2012-01-21,0,14,0.8,80.0,1,89,1,Musim Semi,0.2,8.200000000000001,Hujan/Salju Ringan,3,6,Sabtu,0.194,12.998000000000001,0,2012,1
0.197,9.85,6,119,hourly,Non-Hari Kerja,,2012-01-21,0,15,0.8,80.0,1,113,1,Musim Semi,0.2,8.200000000000001,Hujan/Salju Ringan,3,6,Sabtu,0.194,12.998000000000001,0,2012,1
0.1818,9.09,5,118,hourly,Non-Hari Kerja,,2012-01-21,0,16,0.8,80.0,1,113,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,6,Sabtu,0.2985,19.999499999999998,0,2012,1
0.1818,9.09,7,106,hourly,Non-Hari Kerja,,2012-01-21,0,17,0.8,80.0,1,99,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,6,Sabtu,0.3881,26.0027,0,2012,1
0.1818,9.09,3,110,hourly,Non-Hari Kerja,,2012-01-21,0,18,0.75,75.0,1,107,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,6,Sabtu,0.3881,26.0027,0,2012,1
0.1515,7.575,0,85,hourly,Non-Hari Kerja,,2012-01-21,0,19,0.8,80.0,1,85,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,6,Sabtu,0.3881,26.0027,0,2012,1
0.1667,8.334999999999999,5,67,hourly,Non-Hari Kerja,,2012-01-21,0,20,0.8,80.0,1,62,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,6,Sabtu,0.2985,19.999499999999998,0,2012,1
0.1515,7.575,5,69,hourly,Non-Hari Kerja,,2012-01-21,0,21,0.74,74.0,1,64,1,Musim Semi,0.18,7.38,Cerah/Berawan Sebagian,1,6,Sabtu,0.3284,22.0028,0,2012,1
0.1667,8.334999999999999,3,59,hourly,Non-Hari Kerja,,2012-01-21,0,22,0.74,74.0,1,56,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,6,Sabtu,0.2985,19.999499999999998,0,2012,1
0.1515,7.575,1,52,hourly,Non-Hari Kerja,,2012-01-21,0,23,0.8,80.0,1,51,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,6,Sabtu,0.2537,16.997899999999998,0,2012,1
0.1364,6.819999999999999,1,52,hourly,Non-Hari Kerja,,2012-01-22,0,0,0.8,80.0,1,51,1,Musim Semi,0.16,6.5600000000000005,Cerah/Berawan Sebagian,1,0,Minggu,0.2985,19.999499999999998,0,2012,1
0.1667,8.334999999999999,1,50,hourly,Non-Hari Kerja,,2012-01-22,0,1,0.74,74.0,1,49,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,0,Minggu,0.2985,19.999499999999998,0,2012,1
0.1667,8.334999999999999,1,47,hourly,Non-Hari Kerja,,2012-01-22,0,2,0.74,74.0,1,46,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,0,Minggu,0.2836,19.0012,0,2012,1
0.1667,8.334999999999999,1,21,hourly,Non-Hari Kerja,,2012-01-22,0,3,0.69,69.0,1,20,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,0,Minggu,0.2836,19.0012,0,2012,1
0.1364,6.819999999999999,1,2,hourly,Non-Hari Kerja,,2012-01-22,0,4,0.8,80.0,1,1,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.2836,19.0012,0,2012,1
0.1515,7.575,1,3,hourly,Non-Hari Kerja,,2012-01-22,0,5,0.74,74.0,1,2,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1515,7.575,0,4,hourly,Non-Hari Kerja,,2012-01-22,0,6,0.74,74.0,1,4,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1515,7.575,2,13,hourly,Non-Hari Kerja,,2012-01-22,0,7,0.74,74.0,1,11,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1515,7.575,3,32,hourly,Non-Hari Kerja,,2012-01-22,0,8,0.74,74.0,1,29,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1515,7.575,9,63,hourly,Non-Hari Kerja,,2012-01-22,0,9,0.74,74.0,1,54,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1364,6.819999999999999,9,129,hourly,Non-Hari Kerja,,2012-01-22,0,10,0.74,74.0,1,120,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2836,19.0012,0,2012,1
0.1515,7.575,18,133,hourly,Non-Hari Kerja,,2012-01-22,0,11,0.8,80.0,1,115,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.2537,16.997899999999998,0,2012,1
0.1515,7.575,24,185,hourly,Non-Hari Kerja,,2012-01-22,0,12,0.8,80.0,1,161,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.2239,15.001299999999999,0,2012,1
0.1818,9.09,24,199,hourly,Non-Hari Kerja,,2012-01-22,0,13,0.8,80.0,1,175,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.1343,8.9981,0,2012,1
0.1667,8.334999999999999,19,182,hourly,Non-Hari Kerja,,2012-01-22,0,14,0.8,80.0,1,163,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.1642,11.0014,0,2012,1
0.1515,7.575,27,176,hourly,Non-Hari Kerja,,2012-01-22,0,15,0.8,80.0,1,149,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.194,12.998000000000001,0,2012,1
0.1515,7.575,12,155,hourly,Non-Hari Kerja,,2012-01-22,0,16,0.8,80.0,1,143,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.194,12.998000000000001,0,2012,1
0.1818,9.09,8,108,hourly,Non-Hari Kerja,,2012-01-22,0,17,0.8,80.0,1,100,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.1045,7.0015,0,2012,1
0.1818,9.09,11,121,hourly,Non-Hari Kerja,,2012-01-22,0,18,0.86,86.0,1,110,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.1045,7.0015,0,2012,1
0.1818,9.09,9,89,hourly,Non-Hari Kerja,,2012-01-22,0,19,0.86,86.0,1,80,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.1045,7.0015,0,2012,1
0.1667,8.334999999999999,5,74,hourly,Non-Hari Kerja,,2012-01-22,0,20,0.86,86.0,1,69,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.1642,11.0014,0,2012,1
0.1818,9.09,8,44,hourly,Non-Hari Kerja,,2012-01-22,0,21,0.86,86.0,1,36,1,Musim Semi,0.16,6.5600000000000005,Hujan/Salju Ringan,3,0,Minggu,0.1045,7.0015,0,2012,1
0.197,9.85,0,58,hourly,Non-Hari Kerja,,2012-01-22,0,22,0.93,93.0,1,58,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.0896,6.0032,0,2012,1
0.1818,9.09,2,37,hourly,Non-Hari Kerja,,2012-01-22,0,23,0.93,93.0,1,35,1,Musim Semi,0.16,6.5600000000000005,Berkabut/Berawan,2,0,Minggu,0.1045,7.0015,0,2012,1
0.2424,12.120000000000001,2,19,hourly,Hari Kerja,,2012-01-23,0,0,0.86,86.0,1,17,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2121,10.605,0,4,hourly,Hari Kerja,,2012-01-23,0,1,0.86,86.0,1,4,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,1,Senin,0.1045,7.0015,1,2012,1
0.2121,10.605,0,2,hourly,Hari Kerja,,2012-01-23,0,2,0.86,86.0,1,2,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,1,Senin,0.1045,7.0015,1,2012,1
0.2424,12.120000000000001,0,1,hourly,Hari Kerja,,2012-01-23,0,3,0.86,86.0,1,1,1,Musim Semi,0.18,7.38,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2576,12.879999999999999,0,1,hourly,Hari Kerja,,2012-01-23,0,4,0.8,80.0,1,1,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2576,12.879999999999999,0,19,hourly,Hari Kerja,,2012-01-23,0,5,0.86,86.0,1,19,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2576,12.879999999999999,6,42,hourly,Hari Kerja,,2012-01-23,0,6,0.86,86.0,1,36,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2576,12.879999999999999,8,122,hourly,Hari Kerja,,2012-01-23,0,7,0.86,86.0,1,114,1,Musim Semi,0.2,8.200000000000001,Hujan/Salju Ringan,3,1,Senin,0.0,0.0,1,2012,1
0.2121,10.605,5,272,hourly,Hari Kerja,,2012-01-23,0,8,0.86,86.0,1,267,1,Musim Semi,0.2,8.200000000000001,Hujan/Salju Ringan,3,1,Senin,0.1343,8.9981,1,2012,1
0.2273,11.365,13,211,hourly,Hari Kerja,,2012-01-23,0,9,0.86,86.0,1,198,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0896,6.0032,1,2012,1
0.2576,12.879999999999999,10,149,hourly,Hari Kerja,,2012-01-23,0,10,0.93,93.0,1,139,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2273,11.365,5,62,hourly,Hari Kerja,,2012-01-23,0,11,0.93,93.0,1,57,1,Musim Semi,0.2,8.200000000000001,Berkabut/Berawan,2,1,Senin,0.0896,6.0032,1,2012,1
0.2727,13.635,10,62,hourly,Hari Kerja,,2012-01-23,0,12,0.93,93.0,1,52,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,1,Senin,0.0,0.0,1,2012,1
0.2576,12.879999999999999,5,37,hourly,Hari Kerja,,2012-01-23,0,13,0.93,93.0,1,32,1,Musim Semi,0.22,9.02,Hujan/Salju Ringan,3,1,Senin,0.0896,6.0032,1,2012,1
0.2273,11.365,13,61,hourly,Hari Kerja,,2012-01-23,0,14,0.93,93.0,1,48,1,Musim Semi,0.22,9.02,Hujan/Salju Ringan,3,1,Senin,0.194,12.998000000000001,1,2012,1
0.2121,10.605,10,74,hourly,Hari Kerja,,2012-01-23,0,15,1.0,100.0,1,64,1,Musim Semi,0.22,9.02,Berkabut/Berawan,2,1,Senin,0.2239,15.001299999999999,1,2012,1
0.2424,12.120000000000001,14,122,hourly,Hari Kerja,,2012-01-23,0,16,0.93,93.0,1,108,1,Musim Semi,0.24,9.84,Berkabut/Berawan,2,1,Senin,0.1642,11.0014,1,2012,1
0.2576,12.879999999999999,6,276,hourly,Hari Kerja,,2012-01-23,0,17,0.96,96.0,1,270,1,Musim Semi,0.24,9.84,Berkabut/Berawan,2,1,Senin,0.1045,7.0015,1,2012,1
0.2424,12.120000000000001,7,282,hourly,Hari Kerja,,2012-01-23,0,18,0.93,93.0,1,275,1,Musim Semi,0.24,9.84,Berkabut/Berawan,2,1,Senin,0.1343,8.9981,1,2012,1
0.2576,12.879999999999999,9,220,hourly,Hari Kerja,,2012-01-23,0,19,0.93,93.0,1,211,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,1,Senin,0.1642,11.0014,1,2012,1
0.2576,12.879999999999999,8,169,hourly,Hari Kerja,,2012-01-23,0,20,1.0,100.0,1,161,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,1,Senin,0.1642,11.0014,1,2012,1
0.2424,12.120000000000001,8,120,hourly,Hari Kerja,,2012-01-23,0,21,1.0,100.0,1,112,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,1,Senin,0.2836,19.0012,1,2012,1
0.2424,12.120000000000001,4,68,hourly,Hari Kerja,,2012-01-23,0,22,1.0,100.0,1,64,1,Musim Semi,0.26,10.66,Berkabut/Berawan,2,1,Senin,0.2836,19.0012,1,2012,1
0.2576,12.879999999999999,2,37,hourly,Hari Kerja,,2012-01-23,0,23,0.93,93.0,1,35,1,Musim Semi,0.28,11.48,Berkabut/Berawan,2,1,Senin,0.3284,22.0028,1,2012,1
0.2879,14.395,6,25,hourly,Hari Kerja,,2012-01-24,0,0,1.0,100.0,1,19,1,Musim Semi,0.3,12.299999999999999,Berkabut/Berawan,2,2,Selasa,0.2836,19.0012,1,2012,1
0.303,15.15,2,9,hourly,Hari Kerja,,2012-01-24,0,1,0.93,93.0,1,7,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.2537,16.997899999999998,1,2012,1
0.303,15.15,2,8,hourly,Hari Kerja,,2012-01-24,0,2,0.93,93.0,1,6,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.2239,15.001299999999999,1,2012,1
0.3333,16.665,0,3,hourly,Hari Kerja,,2012-01-24,0,3,0.93,93.0,1,3,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.1343,8.9981,1,2012,1
0.3182,15.909999999999998,0,2,hourly,Hari Kerja,,2012-01-24,0,4,1.0,100.0,1,2,1,Musim Semi,0.3,12.299999999999999,Berkabut/Berawan,2,2,Selasa,0.0896,6.0032,1,2012,1
0.3182,15.909999999999998,0,26,hourly,Hari Kerja,,2012-01-24,0,5,1.0,100.0,1,26,1,Musim Semi,0.3,12.299999999999999,Berkabut/Berawan,2,2,Selasa,0.0896,6.0032,1,2012,1
0.3182,15.909999999999998,1,89,hourly,Hari Kerja,,2012-01-24,0,6,0.93,93.0,1,88,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.194,12.998000000000001,1,2012,1
0.3333,16.665,11,232,hourly,Hari Kerja,,2012-01-24,0,7,0.93,93.0,1,221,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.1343,8.9981,1,2012,1
0.3333,16.665,11,490,hourly,Hari Kerja,,2012-01-24,0,8,0.93,93.0,1,479,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.1343,8.9981,1,2012,1
0.3333,16.665,11,255,hourly,Hari Kerja,,2012-01-24,0,9,0.87,87.0,1,244,1,Musim Semi,0.32,13.120000000000001,Berkabut/Berawan,2,2,Selasa,0.0896,6.0032,1,2012,1
0.3333,16.665,23,116,hourly,Hari Kerja,,2012-01-24,0,10,0.93,93.0,1,93,1,Musim Semi,0.32,13.120000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2012,1
0.3333,16.665,30,153,hourly,Hari Kerja,,2012-01-24,0,11,0.87,87.0,1,123,1,Musim Semi,0.34,13.940000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.1343,8.9981,1,2012,1
0.3333,16.665,25,175,hourly,Hari Kerja,,2012-01-24,0,12,0.87,87.0,1,150,1,Musim Semi,0.34,13.940000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.1642,11.0014,1,2012,1
0.3333,16.665,33,203,hourly,Hari Kerja,,2012-01-24,0,13,0.87,87.0,1,170,1,Musim Semi,0.34,13.940000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.1642,11.0014,1,2012,1
0.3485,17.424999999999997,35,173,hourly,Hari Kerja,,2012-01-24,0,14,0.81,81.0,1,138,1,Musim Semi,0.36,14.76,Cerah/Berawan Sebagian,1,2,Selasa,0.2239,15.001299999999999,1,2012,1
0.4091,20.455000000000002,52,208,hourly,Hari Kerja,,2012-01-24,0,15,0.71,71.0,1,156,1,Musim Semi,0.4,16.400000000000002,Berkabut/Berawan,2,2,Selasa,0.1642,11.0014,1,2012,1
0.4091,20.455000000000002,35,278,hourly,Hari Kerja,,2012-01-24,0,16,0.71,71.0,1,243,1,Musim Semi,0.4,16.400000000000002,Cerah/Berawan Sebagian,1,2,Selasa,0.1343,8.9981,1,2012,1
0.4242,21.21,41,515,hourly,Hari Kerja,,2012-01-24,0,17,0.67,67.0,1,474,1,Musim Semi,0.42,17.22,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2012,1
0.4091,20.455000000000002,32,423,hourly,Hari Kerja,,2012-01-24,0,18,0.62,62.0,1,391,1,Musim Semi,0.4,16.400000000000002,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2012,1
0.4394,21.97,20,331,hourly,Hari Kerja,,2012-01-24,0,19,0.51,51.0,1,311,1,Musim Semi,0.44,18.04,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2012,1
0.3485,17.424999999999997,18,229,hourly,Hari Kerja,,2012-01-24,0,20,0.76,76.0,1,211,1,Musim Semi,0.32,13.120000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.0,0.0,1,2012,1
0.3788,18.94,18,172,hourly,Hari Kerja,,2012-01-24,0,21,0.71,71.0,1,154,1,Musim Semi,0.36,14.76,Cerah/Berawan Sebagian,1,2,Selasa,0.0,0.0,1,2012,1
0.3485,17.424999999999997,14,125,hourly,Hari Kerja,,2012-01-24,0,22,0.81,81.0,1,111,1,Musim Semi,0.32,13.120000000000001,Cerah/Berawan Sebagian,1,2,Selasa,0.0,0.0,1,2012,1
